SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-5-2021,Single Family Residential,5 Toll House Ct,Newburgh,NY,12550,353000,3,3,Newburgh,2050,16117,2008,139,172,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5-Toll-House-Ct-12550/home/54911795,OneKey,H6066094,N,Y,41.5396814,-74.0392154
PAST SALE,December-11-2020,Single Family Residential,64 New Rd,Newburgh,NY,12550,245000,3,1,Newburgh,960,47916,1969,164,255,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/64-New-Rd-12550/home/61590813,OneKey,H6057298,N,Y,41.5522919,-74.0454576
PAST SALE,October-1-2020,Single Family Residential,29 Palantine Ave,Newburgh,NY,12550,325000,4,2.5,Newburgh,2449,8699,2007,235,133,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/29-Palantine-Ave-12550/home/54916429,OneKey,H6051655,N,Y,41.5075048,-74.0398378
PAST SALE,October-6-2020,Single Family Residential,103 End St,Newburgh,NY,12550,245000,3,1,Newburgh,960,11761,1955,230,255,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/103-End-St-12550/home/72593276,OneKey,H6046680,N,Y,41.5109727,-74.0605436
PAST SALE,September-29-2020,Single Family Residential,44 Carpenter Ave,Newburgh,NY,12550,110000,3,1.5,Newburgh,1328,3123,1880,237,83,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/44-Carpenter-Ave-12550/home/54902528,OneKey,H5125871,N,Y,41.5021165,-74.0181921
PAST SALE,October-26-2020,Single Family Residential,257 Gidney Ave,Newburgh,NY,12550,38000,3,1,Newburgh,646,8163,1900,210,59,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/257-Gidney-Ave-12550/home/54904355,OneKey,H6047998,N,Y,41.5101082,-74.023299
PAST SALE,September-30-2020,Single Family Residential,408 River,Newburgh,NY,12550,399000,3,2,Newburgh,2107,50094,2019,236,189,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/408-River-Rd-12550/home/92366363,OneKey,H6009707,N,Y,41.5333981,-74.0092542
PAST SALE,February-12-2021,Single Family Residential,142 N Pierpont Ave,Newburgh,NY,12550,315000,3,2,Newburgh,1710,8999,1991,101,184,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/142-N-Pierpont-Ave-12550/home/54902296,OneKey,H6071575,N,Y,41.5192635,-74.0457049
PAST SALE,January-4-2021,Single Family Residential,88 Powder Mill Rd,Newburgh,NY,12550,355000,4,2,Newburgh,2320,65310,1920,140,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/88-Powder-Mill-Rd-12550/home/54937845,OneKey,H6066617,N,Y,41.5259667,-74.0517292
PAST SALE,March-2-2021,Single Family Residential,7 Utopian Ct,Newburgh,NY,12550,420000,3,3,Newburgh,2273,55321,2012,83,185,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/7-Utopian-Ct-12550/home/86074158,OneKey,H6069870,N,Y,41.5817728,-74.009516
PAST SALE,February-17-2021,Single Family Residential,12 Central Ave,Newburgh,NY,12550,260000,4,2.5,Newburgh,2058,7518,1930,96,126,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/12-Central-Ave-12550/home/54945340,OneKey,H6058444,N,Y,41.5164929,-74.01261
PAST SALE,February-8-2021,Single Family Residential,47 Morris Ave,Newburgh,NY,12550,222000,3,2.5,Sunset Ridge Ii,1450,4443,2019,105,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/47-Morris-Ave-12550/home/167174652,OneKey,H4975629,N,Y,41.5050738,-74.0353601
PAST SALE,September-25-2020,Single Family Residential,13 Park Ave,Newburgh,NY,12550,245000,3,1,Newburgh,1104,5001,1910,241,222,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/13-Park-Ave-12550/home/54940761,OneKey,H6051750,N,Y,41.5081009,-74.019836
PAST SALE,September-8-2020,Single Family Residential,131 Oak St,Newburgh,NY,12550,255000,3,2,Newburgh,2484,39600,1920,258,103,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/131-Oak-St-12550/home/54893068,OneKey,H6021647,N,Y,41.5640555,-73.9964704
PAST SALE,August-21-2020,Single Family Residential,36 Overlook Dr,Newburgh,NY,12550,315000,3,2,Newburgh,2288,26136,1966,276,138,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/36-Overlook-Dr-12550/home/72603219,OneKey,H6042222,N,Y,41.5579815,-73.9979396
PAST SALE,August-26-2020,Single Family Residential,43 Hibbing Way,Newburgh,NY,12550,358800,4,2.5,Newburgh,2401,15076,2005,271,149,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/43-Hibbing-Way-12550/home/92400445,OneKey,H6013911,N,Y,41.5283311,-74.0867479
PAST SALE,December-22-2020,Single Family Residential,53 Delaware Rd,Newburgh,NY,12550,245500,4,2.5,Newburgh,1796,16910,1975,153,137,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/53-Delaware-Rd-12550/home/92386900,OneKey,H6048615,N,Y,41.5299102,-74.0895606
PAST SALE,December-14-2020,Single Family Residential,7 Beaver Ct,Newburgh,NY,12550,368000,3,3,Newburgh,2040,52272,1990,161,180,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/7-Beaver-Ct-12550/home/92385896,OneKey,H6073974,N,Y,41.5685385,-74.0953882
PAST SALE,June-12-2020,Single Family Residential,32 Balmville Rd,Newburgh,NY,12550,320000,3,2,Newburgh,1366,19798,1960,346,234,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/32-Old-Balmville-Rd-12550/home/72613792,OneKey,H6017333,N,Y,41.5230468,-74.0137852
PAST SALE,August-3-2020,Single Family Residential,17 Cindy Ln,Newburgh,NY,12550,320000,3,2.5,Newburgh,1948,113256,1995,294,164,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/17-Cindy-Ln-12550/home/54901356,OneKey,H6024751,N,Y,41.5505169,-74.0726733
PAST SALE,October-27-2020,Single Family Residential,44 Wintergreen Ave,Newburgh,NY,12550,300000,3,1.5,Newburgh,1556,8882,1950,209,193,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/44-Wintergreen-Ave-12550/home/92387085,OneKey,H6057499,N,Y,41.5174887,-74.0553714
PAST SALE,March-17-2021,Single Family Residential,21 Colden Hill Rd,Newburgh,NY,12550,350000,3,2.5,Newburgh,2116,43560,1981,68,165,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/21-Colden-Hill-Rd-12550/home/92387478,OneKey,H6080211,N,Y,41.5268121,-74.1212662
PAST SALE,June-30-2020,Single Family Residential,Lot 3 Jakes Way,Newburgh,NY,12550,339900,4,3,Newburgh,1979,31799,2020,328,172,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/Lot-3-3rd-St-12550/home/144914169,OneKey,H4806873,N,Y,41.504526,-74.018035
PAST SALE,October-16-2020,Single Family Residential,12 Princess Ln,Newburgh,NY,12550,255000,3,1.5,Meadow Hill,1680,15002,1971,220,152,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/12-Princess-Ln-12550/home/72613552,OneKey,H6065872,N,Y,41.5292532,-74.0946082
PAST SALE,July-20-2020,Single Family Residential,7 Albany Post Rd,Newburgh,NY,12550,252000,3,2.5,Newburgh,2135,57935,1994,308,118,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/7-Albany-Post-Rd-12550/home/54936758,OneKey,H5130077,N,Y,41.536202,-74.0123163
PAST SALE,April-28-2021,Single Family Residential,124 Lattintown Rd,Newburgh,NY,12250,287500,3,1,Newburgh,1346,10890,1952,26,214,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/124-Lattintown-Rd-12550/home/54834108,OneKey,H6072615,N,Y,41.5727594,-74.0066582
PAST SALE,August-19-2020,Single Family Residential,535 Upper Ave,Newburgh,NY,12550,255000,3,1.5,Newburgh,1536,12001,1959,278,166,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/535-Upper-Ave-12550/home/54904451,OneKey,H5098705,N,Y,41.541693,-74.070095
PAST SALE,September-18-2020,Single Family Residential,74 Cronomer Heights Dr,Newburgh,NY,12550,600000,3,2.5,Cronomer Heights,2895,139392,1998,248,207,150,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/74-Cronomer-Heights-Dr-12550/home/54854835,OneKey,H6054290,N,Y,41.5266287,-74.0446314
PAST SALE,October-13-2020,Single Family Residential,18 Algonquin Dr,Newburgh,NY,12550,250000,3,1,Newburgh,1402,34399,1942,223,178,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/18-Algonquin-Dr-12550/home/54853723,OneKey,H6012763,N,Y,41.5255949,-74.0609706
PAST SALE,December-8-2020,Single Family Residential,22 Wintergreen Ave,Newburgh,NY,12550,240000,3,1.5,Newburgh,1300,10920,1925,167,185,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/22-Wintergreen-Ave-12550/home/54910888,OneKey,H6072206,N,Y,41.5175174,-74.0544993
PAST SALE,September-24-2020,Single Family Residential,109 Highland Ave,Newburgh,NY,12550,285000,3,2,Newburgh,1532,15002,1952,242,186,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/109-Highland-Ave-12550/home/54877630,OneKey,H6047450,N,Y,41.5200398,-74.0569777
PAST SALE,December-21-2020,Single Family Residential,5 Coronation Path,Newburgh,NY,12550,275000,4,2,Meadow Hill,1773,9692,1967,154,155,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5-Coronation-Path-12550/home/72603349,OneKey,H6073137,N,Y,41.5300502,-74.0978202
PAST SALE,NA,Single Family Residential,85 Weyants Ln,Newburgh,NY,12550,381000,3,2,NA,2388,74052,2007,NA,160,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/85-Weyants-Ln-12550/home/92399483,NA,NA,N,Y,41.5540512,-74.0520898
PAST SALE,July-14-2020,Single Family Residential,39 Hy Vue Dr,Newburgh,NY,12550,305000,3,2.5,Newburgh,1819,19319,2006,314,168,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/39-Hy-Vue-Dr-12550/home/54911714,OneKey,H6025007,N,Y,41.5354403,-74.0385728
PAST SALE,September-9-2020,Single Family Residential,67 Weyants Ln,Newburgh,NY,12550,295000,3,2.5,Newburgh,1787,43560,1977,257,165,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/67-Weyants-Ln-12550/home/63621032,OneKey,H6017327,N,Y,41.5537624,-74.0555549
PAST SALE,February-4-2021,Single Family Residential,150 Dogwood Ln,Newburgh,NY,12550,410000,3,2,Newburgh,2653,43560,1958,109,155,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/150-Dogwood-Ln-12550/home/92387346,OneKey,H6080241,N,Y,41.5303101,-74.0260417
PAST SALE,February-10-2021,Single Family Residential,27 Chestnut Ln,Newburgh,NY,12550,360000,3,2.5,Newburgh,2046,43560,1965,103,176,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/27-Chestnut-Ln-12550/home/54933365,OneKey,H6073950,N,Y,41.5280585,-74.023058
PAST SALE,July-2-2020,Single Family Residential,55 Chestnut Ln,Newburgh,NY,12550,185000,3,2.5,Newburgh,1388,19798,1965,326,133,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/55-Chestnut-Ln-12550/home/54917681,OneKey,H6016321,N,Y,41.5284778,-74.0281532
PAST SALE,August-20-2020,Single Family Residential,10 Summit Ridge Rd,Newburgh,NY,12550,380000,4,3,Newburgh,2968,29682,1971,277,128,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/10-Summit-Ridge-Rd-12550/home/54901481,OneKey,H6042296,N,Y,41.5552649,-74.0500474
PAST SALE,December-19-2020,Single Family Residential,20 Ambassador Ln,Newburgh,NY,12550,282000,3,1,Meadow Hill,1104,17746,1971,156,255,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/20-Ambassador-Ln-12550/home/72583655,OneKey,H6054379,N,Y,41.5329629,-74.0914879
PAST SALE,October-13-2020,Single Family Residential,24 New Rd,Newburgh,NY,12550,235000,3,1,Newburgh,1131,21736,1956,223,208,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/24-New-Rd-12550/home/92386499,OneKey,H6050825,N,Y,41.5462902,-74.0471558
PAST SALE,October-16-2020,Single Family Residential,5 Hinchcliffe Dr,Newburgh,NY,12550,370000,4,2.5,Hinch Cliffe Estate,2130,14100,1967,220,174,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5-Hinchcliffe-Dr-12550/home/54888259,OneKey,H6049753,N,Y,41.5603499,-74.05261
PAST SALE,August-28-2020,Single Family Residential,27 Willets Way,Newburgh,NY,12550,585000,4,2.5,Newburgh,2833,52272,2002,269,206,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/27-Willets-Way-12550/home/92399480,OneKey,H4985984,N,Y,41.5499399,-74.0300354
PAST SALE,December-28-2020,Single Family Residential,151 Hickory Hill Rd,Newburgh,NY,12550,278000,3,2,Newburgh,1717,47916,1987,147,162,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/151-Hickory-Hill-Rd-12550/home/92386303,OneKey,H6062995,N,Y,41.5468433,-74.0805964
PAST SALE,August-31-2020,Single Family Residential,96 Wells Rd,Newburgh,NY,12550,350000,4,3,Newburgh,2112,16553,2017,266,166,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/96-Wells-Rd-12550/home/113971430,OneKey,H6039525,N,Y,41.5469838,-74.0409902
PAST SALE,December-18-2020,Single Family Residential,22 Rockwood Dr,Newburgh,NY,12550,280000,4,2.5,Newburgh,1802,16801,1987,157,155,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/22-Rockwood-Dr-12550/home/54913105,OneKey,H5129950,N,Y,41.5325838,-74.0290483
PAST SALE,December-4-2020,Single Family Residential,9 Cold Spring Ln,Newburgh,NY,12550,375000,4,2.5,Newburgh,2292,15599,1999,171,164,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Cold-Spring-Ln-12550/home/54886622,OneKey,H6059762,N,Y,41.5545199,-74.041495
PAST SALE,August-13-2020,Single Family Residential,16 Van Cleft,Newburgh,NY,12550,244000,3,1,Newburgh,1050,9496,1959,284,232,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/16-Van-Cleft-Ave-12550/home/92399044,OneKey,3216743,N,Y,41.5083836,-74.039114
PAST SALE,July-9-2020,Single Family Residential,59 Taft Ave,Newburgh,NY,12550,285000,3,2.5,Newburgh,1640,12001,1994,319,174,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/59-Taft-Ave-12550/home/92387253,OneKey,H6008301,N,Y,41.5175237,-74.0450789
PAST SALE,December-22-2020,Single Family Residential,17 Memorial Dr,Newburgh,NY,12550,181500,4,1,Newburgh,1418,1355,1953,153,128,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/17-Memorial-Dr-12550/home/72607988,OneKey,H6057667,N,Y,41.5122749,-74.0301729
PAST SALE,February-5-2021,Single Family Residential,15 Roe St,Newburgh,NY,12550,129500,3,1,Newburgh,920,2500,1910,108,141,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/15-Roe-St-12550/home/172368094,OneKey,H6049266,N,Y,41.5103643,-74.0239224
PAST SALE,August-4-2020,Single Family Residential,46 Morris Ave,Newburgh,NY,12550,215000,3,2.5,Sunset Ridge Ii,1450,3398,2019,293,148,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/46-Morris-Ave-12550/home/169091556,OneKey,H5052957,N,Y,41.5055,-74.036691
PAST SALE,February-10-2021,Single Family Residential,12 Brookside Ave,Newburgh,NY,12550,347000,4,2.5,Newburgh,1921,12001,1935,103,181,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/12-Brookside-Ave-12550/home/54931489,OneKey,H6081491,N,Y,41.5153556,-74.052157
PAST SALE,November-30-2020,Single Family Residential,22 Flemming Dr,Newburgh,NY,12550,280000,3,1.5,Newburgh,1200,5602,1956,175,233,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/22-Flemming-Dr-12550/home/54901368,OneKey,H6068710,N,Y,41.5162301,-74.032009
PAST SALE,NA,Single Family Residential,16 Flemming Dr,Newburgh,NY,12550,230000,3,1.5,NA,1000,9450,1955,NA,230,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/16-Flemming-Dr-12550/home/54887204,NA,NA,N,Y,41.5157175,-74.0324221
PAST SALE,December-1-2020,Single Family Residential,49 Morris Ave,Newburgh,NY,12550,222000,3,2.5,Sunset Ridge Ii,1450,4138,2019,174,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/49-Morris-Ave-12550/home/168915594,OneKey,H5052132,N,Y,41.50517,-74.037047
PAST SALE,NA,Single Family Residential,7 Vanamee St,Newburgh,NY,12550,70000,3,1,NA,1080,8378,1942,NA,65,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/7-Vanamee-St-12550/home/56675918,NA,NA,N,Y,41.5079898,-74.0458707
PAST SALE,November-24-2020,Single Family Residential,9 Sycamore Dr,Newburgh,NY,12550,270400,3,1.5,Newburgh,1755,26781,1966,181,154,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Sycamore-Dr-12550/home/72583335,OneKey,H6041334,N,Y,41.5249324,-74.0772624
PAST SALE,NA,Single Family Residential,515 South St,Newburgh,NY,12550,170000,3,2,NA,968,5000,1913,NA,176,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/515-South-St-12550/home/54897728,NA,NA,N,Y,41.5083177,-74.0312745
PAST SALE,NA,Single Family Residential,98 Dupont Ave,Newburgh,NY,12550,117272,3,1.5,NA,996,3390,1940,NA,118,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/98-Dupont-Ave-12550/home/54902053,NA,NA,N,Y,41.5035513,-74.0368745
PAST SALE,December-29-2020,Single Family Residential,57 Morris Ave,Newburgh,NY,12550,222000,3,2.5,Sunset Ridge Ii,1450,4443,2019,146,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/57-Morris-Ave-12550/home/167171271,OneKey,H4974947,N,Y,41.505421,-74.03748
PAST SALE,January-22-2021,Single Family Residential,2 Utopian Ct,Newburgh,NY,12550,460000,4,2.5,River Ridge,2680,52272,2020,122,172,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/2-Utopian-Ct-12550/home/92363839,OneKey,H5119025,N,Y,41.580727,-74.00937
PAST SALE,February-8-2021,Single Family Residential,5 Linda Dr,Newburgh,NY,12550,310000,3,2,Newburgh,1481,27643,1964,105,209,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5-Linda-Dr-12550/home/72603159,OneKey,H6082134,N,Y,41.5469592,-74.0023085
PAST SALE,August-14-2020,Single Family Residential,9 Buckingham Dr,Newburgh,NY,12550,180000,3,1,Newburgh,960,15002,1973,283,188,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Buckingham-Dr-12550/home/72583809,OneKey,H6044937,N,Y,41.532672,-74.1020875
PAST SALE,June-10-2020,Single Family Residential,27 Westwood Dr,Newburgh,NY,12550,225000,3,1,Colden Park,960,12149,1957,348,234,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/27-Westwood-Dr-12550/home/72613563,OneKey,H6009405,N,Y,41.5204189,-74.1234684
PAST SALE,July-27-2020,Single Family Residential,112 Clinton St,Newburgh,NY,12550,78000,3,1,Newburgh,1199,5680,1900,301,65,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/112-Clinton-St-12550/home/72586189,OneKey,H6002173,N,Y,41.5094294,-74.0114899
PAST SALE,October-2-2020,Single Family Residential,333 West St,Newburgh,NY,12550,264500,3,2,Newburgh,1738,7423,1960,234,152,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/333-West-St-12550/home/54931255,OneKey,H6042603,N,Y,41.5144735,-74.0294959
PAST SALE,August-4-2020,Single Family Residential,23 Roosevelt Pl,Newburgh,NY,12550,196000,3,1,Newburgh,1225,NA,1950,293,160,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/23-Roosevelt-Pl-12550/home/54946379,OneKey,H6036685,N,Y,41.509533,-74.02501
PAST SALE,August-6-2020,Single Family Residential,59 Carson Ave,Newburgh,NY,12550,55000,4,2,Newburgh,1500,2300,1890,291,37,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/59-Carson-Ave-12550/home/72588426,OneKey,H4940721,N,Y,41.4937149,-74.0125285
PAST SALE,July-22-2020,Single Family Residential,535 Fostertown Rd,Newburgh,NY,12550,208000,3,2,Newburgh,1304,13247,1960,306,160,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/535-Fostertown-Rd-12550/home/54904648,OneKey,H5123745,N,Y,41.5635632,-74.0522045
PAST SALE,NA,Single Family Residential,254 1st St,Newburgh,NY,12550,75000,3,1,NA,1056,3750,1900,NA,71,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/254-1st-St-12550/home/54945606,NA,NA,N,Y,41.5028512,-74.0177331
PAST SALE,June-15-2020,Single Family Residential,52 Sloane Rd,Newburgh,NY,12550,321000,3,2,Echo Farms,2314,36338,1955,343,139,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/52-Sloane-Rd-12550/home/72593043,OneKey,H4845128,N,Y,41.5453864,-74.007037
PAST SALE,January-14-2021,Single Family Residential,108 Leslie Rd,Newburgh,NY,12550,245000,4,2,Newburgh,1616,25600,1955,130,152,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/108-Leslie-Rd-12550/home/72602976,OneKey,H6054339,N,Y,41.5515575,-74.0258122
PAST SALE,November-2-2020,Single Family Residential,59 Susan Dr,Newburgh,NY,12550,374000,4,2.5,Newburgh,2288,21000,1968,203,163,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/59-Susan-Dr-12550/home/54897463,OneKey,H6042456,N,Y,41.5356101,-74.0042026
PAST SALE,November-9-2020,Single Family Residential,49 Susan Dr,Newburgh,NY,12550,392102,4,2,Newburgh,2850,39448,1955,196,138,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/49-Susan-Dr-12550/home/54911483,OneKey,H6055539,N,Y,41.535285,-74.003524
PAST SALE,September-9-2020,Single Family Residential,24 Firemens Ln,Newburgh,NY,12550,353600,4,3,Newburgh,2296,117612,1989,257,154,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/24-Firemens-Ln-12550/home/72582806,OneKey,H5120692,N,Y,41.5690294,-74.0234891
PAST SALE,July-27-2020,Single Family Residential,24 Lexington Dr,Newburgh,NY,12550,342000,3,2,Newburgh,1904,24568,1996,301,180,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/24-Lexington-Dr-12550/home/54886115,OneKey,H6026164,N,Y,41.5533094,-74.0180544
PAST SALE,December-7-2020,Single Family Residential,65 Campbell St,Newburgh,NY,12550,80000,4,1.5,Newburgh,1500,1477,1945,168,53,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/65-Campbell-St-12550/home/72607814,OneKey,H4922273,N,Y,41.5030236,-74.0130507
PAST SALE,October-19-2020,Single Family Residential,40 Susan Dr,Newburgh,NY,12550,473500,3,2,Newburgh,1840,65340,1958,217,257,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/40-Susan-Dr-12550/home/72603592,OneKey,H6067768,N,Y,41.5329989,-74.002777
PAST SALE,October-9-2020,Single Family Residential,522 Fostertown Rd,Newburgh,NY,12550,429900,4,3,Newburgh,2800,43560,2019,227,154,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/522-Fostertown-Rd-12550/home/92361675,OneKey,H6043667,N,Y,41.560737,-74.050308
PAST SALE,February-11-2021,Single Family Residential,78 Lexington Dr,Newburgh,NY,12550,410000,3,2.5,Newburgh,2616,40075,1996,102,157,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/78-Lexington-Dr-12550/home/92386377,OneKey,H6080845,N,Y,41.5553789,-74.0208439
PAST SALE,October-15-2020,Single Family Residential,378 Grand St,Newburgh,NY,12550,400000,3,2.5,Newburgh,1830,5001,1921,221,219,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/378-Grand-St-12550/home/54881731,OneKey,H6042698,N,Y,41.5132413,-74.0091028
PAST SALE,October-22-2020,Single Family Residential,12 Summit Ridge Rd,Newburgh,NY,12550,435000,4,3,Newburgh,2728,29534,1971,214,159,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/12-Summit-Ridge-Rd-12550/home/54912283,OneKey,H6055115,N,Y,41.5554952,-74.0499286
PAST SALE,November-13-2020,Single Family Residential,9 Majestic Ct,Newburgh,NY,12550,247000,3,2,Newburgh,2044,5889,1967,192,121,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Majestic-Ct-12550/home/92387679,OneKey,H6050956,N,Y,41.5276864,-74.0969942
PAST SALE,March-5-2021,Single Family Residential,265 Carter Ave,Newburgh,NY,12550,250000,3,2,Newburgh,2380,8851,1934,80,105,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/265-Carter-Ave-12550/home/72613432,OneKey,H6080039,N,Y,41.5498913,-74.0109106
PAST SALE,April-13-2021,Single Family Residential,16 Sarvis Ln,Newburgh,NY,12550,510000,3,1.5,Newburgh,2400,1006236,1963,41,213,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/16-Sarvis-Ln-12550/home/72582984,OneKey,H6074683,N,Y,41.5605507,-74.0614388
PAST SALE,NA,Single Family Residential,222 Lakeside Rd,Newburgh,NY,12550,380000,3,1,NA,1974,27161,1935,NA,193,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/222-Lakeside-Rd-12550/home/54923994,NA,NA,N,Y,41.5379853,-74.1003438
PAST SALE,July-10-2020,Single Family Residential,24 Buckingham Dr,Newburgh,NY,12550,291500,3,2.5,Newburgh,1325,15094,1976,318,220,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/24-Buckingham-Dr-12550/home/72583818,OneKey,H6024280,N,Y,41.532998,-74.0992082
PAST SALE,July-30-2020,Single Family Residential,503 Garden St,Newburgh,NY,12550,180405,3,1.5,Newburgh,1244,13199,1961,298,145,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/503-Garden-St-12550/home/92386457,OneKey,H6035561,N,Y,41.542446,-74.0689101
PAST SALE,September-30-2020,Single Family Residential,20 Pommel Dr,Newburgh,NY,12550,305000,4,2.5,Meadow Hill,1788,17498,1965,236,171,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/20-Pommel-Dr-12550/home/92387009,OneKey,H6047553,N,Y,41.5198581,-74.0854077
PAST SALE,August-3-2020,Single Family Residential,16 Bridle Path,Newburgh,NY,12550,171000,3,1,Newburgh,1104,15425,1964,294,155,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/16-Bridle-Path-12550/home/92386987,OneKey,H6009289,N,Y,41.5197606,-74.0797404
