SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-5-2021,Single Family Residential,215 Colden Hill Rd,Newburgh,NY,12550,177000,3,2.5,Newburgh,1680,33894,1950,108,105,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/215-Colden-Hill-Rd-12550/home/54944354,OneKey,H6076402,N,Y,41.538652,-74.1263587
PAST SALE,December-18-2020,Single Family Residential,11 Berry Ln,Newburgh,NY,12550,405000,4,3,Newburgh,2332,43560,2007,157,174,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/11-Berry-Ln-12550/home/54915628,OneKey,H6072144,N,Y,41.5477017,-74.0607984
PAST SALE,NA,Single Family Residential,86 Henry Ave,Newburgh,NY,12550,100750,3,1,NA,1522,2500,1911,NA,66,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/86-Henry-Ave-12550/home/54918895,NA,NA,N,Y,41.4920006,-74.0145656
PAST SALE,NA,Single Family Residential,18 Bay View Ter,Newburgh,NY,12550,499000,3,2.75,NA,2257,4250,1880,NA,221,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/18-Bay-View-Ter-12550/home/54902945,NA,NA,N,Y,41.4914306,-74.0100209
PAST SALE,June-26-2020,Single Family Residential,73 North St,Newburgh,NY,12550,216000,3,1.5,Newburgh,1408,7440,1920,332,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/73-North-St-12550/home/54910009,OneKey,H6023859,N,Y,41.5171611,-74.0155236
PAST SALE,November-25-2020,Single Family Residential,9 Gusty Rd,Newburgh,NY,12550,255000,3,1.5,Newburgh,1308,11609,1958,180,195,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Gusty-Rd-12550/home/72583322,OneKey,H6048157,N,Y,41.51826,-74.0415506
PAST SALE,February-2-2021,Single Family Residential,6 Lester Rd,Newburgh,NY,12550,425000,3,3,Newburgh,2134,16000,1958,111,199,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/6-Lester-Rd-12550/home/54887227,OneKey,H6079655,N,Y,41.5309547,-74.0155756
PAST SALE,November-2-2020,Single Family Residential,459 Carpenter Ave,Newburgh,NY,12550,230000,3,2,Newburgh,1464,3049,1930,203,157,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/459-Carpenter-Ave-12550/home/92369261,OneKey,H6044928,N,Y,41.5171964,-74.0173659
PAST SALE,September-23-2020,Single Family Residential,77 Susan Dr,Newburgh,NY,12550,475000,3,2,Delano Estates,1996,19798,1956,243,238,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/77-Susan-Dr-12550/home/72583380,OneKey,H6045615,N,Y,41.5326048,-74.0053078
PAST SALE,August-5-2020,Single Family Residential,8 Gedney Way,Newburgh,NY,12550,275000,4,1.5,Newburgh,1785,10594,1920,292,154,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/8-Gedney-Way-12550/home/54936155,OneKey,H6039343,N,Y,41.511356,-74.024455
PAST SALE,NA,Single Family Residential,6 Oak St,Newburgh,NY,12550,495000,3,1.5,NA,1253,17820,1910,NA,395,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/6-Oak-St-12550/home/54894955,NA,NA,N,Y,41.5054749,-74.042107
PAST SALE,December-11-2020,Single Family Residential,50 Valley Ave,Newburgh,NY,12550,230200,4,1,Newburgh,1275,10001,1960,164,181,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/50-Valley-Ave-12550/home/54886666,OneKey,H6076768,N,Y,41.5055628,-74.0279696
PAST SALE,August-19-2020,Single Family Residential,8 Neversink Dr,Newburgh,NY,12550,130000,3,1.5,Meadow Hill,1370,14841,1957,278,95,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/8-Neversink-Dr-12550/home/54920533,OneKey,H6007585,N,Y,41.5337313,-74.0878267
PAST SALE,September-18-2020,Single Family Residential,11 N Hill Ln,Newburgh,NY,12550,425000,4,2.5,Newburgh,2678,32234,2007,248,159,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/11-N-Hill-Ln-12550/home/92363824,OneKey,H5018222,N,Y,41.5528638,-74.0020789
PAST SALE,October-29-2020,Single Family Residential,46 Leslie Rd,Newburgh,NY,12550,355000,3,2,Newburgh,2144,40001,2005,207,166,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/46-Leslie-Rd-12550/home/54907374,OneKey,H6048155,N,Y,41.549388,-74.0145656
PAST SALE,December-2-2020,Single Family Residential,17 Ashley Dr,Newburgh,NY,12550,450000,4,2.5,Newburgh,2898,37601,1986,173,155,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/17-Ashley-Dr-12550/home/72583228,OneKey,H6052018,N,Y,41.5407537,-74.0097914
PAST SALE,July-21-2020,Single Family Residential,1216 River View Ct,Newburgh,NY,12550,320000,3,2,Newburgh,2725,21601,1946,307,117,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/1216-River-View-Ct-12550/home/54919242,OneKey,H6017657,N,Y,41.5187549,-74.0089766
PAST SALE,January-4-2021,Single Family Residential,28 Cottage Ave,Newburgh,NY,12550,185297,3,1,Newburgh,1092,5118,1930,140,170,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/28-Cottage-Ave-12550/home/54951811,OneKey,H6057646,N,Y,41.5163816,-74.0185446
PAST SALE,December-22-2020,Single Family Residential,35 City Ter N,Newburgh,NY,12550,220000,3,1,Newburgh,1386,6368,1925,153,159,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/35-City-Ter-N-12550/home/92369255,OneKey,H6045580,N,Y,41.5136568,-74.01631
PAST SALE,September-11-2020,Single Family Residential,88 Henry Ave,Newburgh,NY,12550,76000,3,1,Newburgh,1276,2500,1911,255,60,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/88-Henry-Ave-12550/home/58403383,OneKey,H6050620,N,Y,41.4920201,-74.0147034
PAST SALE,January-30-2021,Single Family Residential,92 Robinson Ave,Newburgh,NY,12550,125000,3,1,Newburgh,1056,1250,1890,114,118,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/92-Robinson-Ave-12550/home/54899454,OneKey,H6073291,N,Y,41.5043419,-74.0207169
PAST SALE,March-5-2021,Single Family Residential,220 North St,Newburgh,NY,12550,249000,4,2.5,Newburgh,2247,20399,1948,80,111,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/220-North-St-12550/home/72608100,OneKey,H6062231,N,Y,41.5160664,-74.0222776
PAST SALE,November-2-2020,Single Family Residential,1 Leonard Ave,Newburgh,NY,12550,294999,3,2,Newburgh,1344,20626,1959,203,219,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/1-Leonard-Ave-12550/home/54897289,OneKey,H6015196,N,Y,41.4999964,-74.0588135
PAST SALE,April-16-2021,Single Family Residential,7 Lakeview Dr,Newburgh,NY,12550,378888,3,2,Newburgh,2573,16801,1962,38,147,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/7-Lakeview-Dr-12550/home/72583630,OneKey,H6079987,N,Y,41.497215,-74.061636
PAST SALE,May-20-2021,Single Family Residential,56 Carson Ave,Newburgh,NY,12550,300000,3,2,Newburgh,1206,1699,1890,4,249,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/56-Carson-Ave-12550/home/92370267,OneKey,H6090386,N,Y,41.4939602,-74.0122703
PAST SALE,NA,Single Family Residential,33 Innis Ave,Newburgh,NY,12550,249800,3,1,NA,1487,18000,1950,NA,168,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/33-Innis-Ave-12550/home/72613751,NA,NA,N,Y,41.5264291,-74.0636324
PAST SALE,March-1-2021,Single Family Residential,3 Toms Ln,Newburgh,NY,12550,479000,4,3,Newburgh,2528,27125,2019,84,189,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/3-Toms-Ln-12550/home/72592984,OneKey,H6045288,N,Y,41.536623,-74.0622097
PAST SALE,December-14-2020,Single Family Residential,508 3rd St,Newburgh,NY,12550,271000,3,1.5,Newburgh,1244,12223,1964,161,218,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/508-3rd-St-12550/home/92386459,OneKey,H6060995,N,Y,41.5416054,-74.0682852
PAST SALE,June-30-2020,Single Family Residential,139 N Drury Ln,Newburgh,NY,12550,370697,4,3,Newburgh,2435,130680,2019,328,152,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/139-N-Drury-Ln-12550/home/54988580,OneKey,H6028167,N,Y,41.5301482,-74.1293299
PAST SALE,November-12-2020,Single Family Residential,6 Sandalwood Dr,Newburgh,NY,12550,238000,3,1,Newburgh,1056,17424,1958,193,225,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/6-Sandalwood-Dr-12550/home/72613971,OneKey,H6061468,N,Y,41.5189728,-74.123411
PAST SALE,October-29-2020,Single Family Residential,61 Farrington St,Newburgh,NY,12550,99000,4,2,Newburgh,1710,1559,1900,207,58,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/61-Farrington-St-12550/home/54932272,OneKey,H4904565,N,Y,41.5048637,-74.0140033
PAST SALE,NA,Single Family Residential,79 Chestnut Ln,Newburgh,NY,12550,265000,4,2,NA,1428,11250,1953,NA,186,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/79-Chestnut-Ln-12550/home/72583205,NA,NA,N,Y,41.5284642,-74.0312315
PAST SALE,March-17-2021,Single Family Residential,18 Massachusetts Dr,Newburgh,NY,12550,320000,3,2,Newburgh,1770,NA,1989,68,181,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/18-Massachusetts-Dr-12550/home/54948294,OneKey,H6083038,N,Y,41.5352677,-74.0314582
PAST SALE,March-23-2021,Single Family Residential,101 W Meadow Wind Ln,Newburgh,NY,12550,415000,4,2.5,Newburgh,2301,8499,2003,62,180,75,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/101-W-Meadow-Wind-Ln-12550/home/92400239,OneKey,H6085092,N,Y,41.5313262,-74.0818055
PAST SALE,March-26-2021,Single Family Residential,27 Hawthorne Ave,Newburgh,NY,12550,221000,3,2,Newburgh,1248,10010,1988,59,177,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/27-Hawthorne-Ave-12550/home/54913608,OneKey,H5117717,N,Y,41.5072575,-74.0381476
PAST SALE,November-25-2020,Single Family Residential,230 Carter Ave,Newburgh,NY,12550,285000,3,1,Newburgh,1560,15242,1961,180,183,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/230-Carter-Ave-12550/home/92386372,OneKey,H6062815,N,Y,41.5466777,-74.0110309
PAST SALE,December-7-2020,Single Family Residential,59 Westwood Dr,Newburgh,NY,12550,260000,3,1.5,Newburgh,1417,28880,1959,168,183,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/59-Westwood-Dr-12550/home/54907156,OneKey,H6022124,N,Y,41.5167237,-74.1257133
PAST SALE,December-10-2020,Single Family Residential,71 Wisner Ave,Newburgh,NY,12550,142000,3,1.5,Newburgh,1092,3467,1910,165,130,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/71-Wisner-Ave-12550/home/72598542,OneKey,H5001012,N,Y,41.5028339,-74.0404087
PAST SALE,April-26-2021,Single Family Residential,48 Patton Rd,Newburgh,NY,12550,314000,3,2,Newburgh,1640,7566,1968,28,191,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/48-Patton-Rd-12550/home/54914778,OneKey,H6077149,N,Y,41.5332351,-74.0952964
PAST SALE,May-7-2021,Single Family Residential,137 North St,Newburgh,NY,12550,180000,3,1.5,Newburgh,1120,5083,1935,17,161,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/137-North-St-12550/home/72588451,OneKey,H6076772,N,Y,41.5167632,-74.0186053
PAST SALE,May-13-2021,Single Family Residential,30 Blake St,Newburgh,NY,12550,240000,3,1,Newburgh,985,5001,1950,11,244,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/30-Blake-St-12550/home/54908628,OneKey,H6100558,N,Y,41.5174243,-74.0276077
PAST SALE,April-30-2021,Single Family Residential,32 Roe St,Newburgh,NY,12550,185000,3,1.5,Newburgh,1248,3598,1928,24,148,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/32-Roe-St-12550/home/54888494,OneKey,H6079858,N,Y,41.510648,-74.0246187
PAST SALE,May-20-2021,Single Family Residential,280 Lakeside,Newburgh,NY,12550,274999,3,1.5,Newburgh,1332,8999,1935,4,206,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/280-Lakeside-Rd-12550/home/54951760,OneKey,H6102294,N,Y,41.5426447,-74.096673
PAST SALE,May-21-2021,Single Family Residential,13 Jodphur Ln,Newburgh,NY,12550,380000,4,2.5,Newburgh,1930,26432,2001,3,197,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/13-Jodhpur-Ln-12550/home/54908227,OneKey,H6099682,N,Y,41.5225641,-74.0809795
PAST SALE,March-18-2021,Single Family Residential,14 Mandigo Pl,Newburgh,NY,12550,270000,3,2.5,Newburgh,1550,14545,1951,67,174,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/14-Mandigo-Pl-12550/home/54897356,OneKey,H6081559,N,Y,41.509579,-74.0189725
PAST SALE,November-24-2020,Single Family Residential,9 E Stone St,Newburgh,NY,12550,190550,3,1.5,Newburgh,2179,3920,1910,181,87,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-E-Stone-St-12550/home/54891977,OneKey,H6015035,N,Y,41.5182798,-74.0163924
PAST SALE,November-3-2020,Single Family Residential,246 Robinson Ave,Newburgh,NY,12550,265000,3,2.5,Newburgh,2446,5776,2006,202,108,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/246-Robinson-Ave-12550/home/92369202,OneKey,H6044762,N,Y,41.5101992,-74.0201201
PAST SALE,September-8-2020,Single Family Residential,283 Powell Ave,Newburgh,NY,12550,311000,3,2,Newburgh,1492,7501,1920,258,208,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/283-Powell-Ave-12550/home/72598424,OneKey,H6045510,N,Y,41.5112345,-74.015346
PAST SALE,August-28-2020,Single Family Residential,1 Trotter Ln,Newburgh,NY,12550,285000,3,1.5,Newburgh,1569,24337,1967,269,182,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/1-Trotter-Ln-12550/home/54947441,OneKey,H6043281,N,Y,41.5216763,-74.0892394
PAST SALE,July-13-2020,Single Family Residential,74 Meadow Hill Rd,Newburgh,NY,12550,293000,3,1.5,Newburgh,1496,82764,1958,315,196,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/74-Meadow-Hill-Rd-12550/home/54913342,OneKey,H6018672,N,Y,41.5228859,-74.0784096
PAST SALE,June-23-2020,Single Family Residential,161 Meadow Hill Rd,Newburgh,NY,12550,320000,4,2.5,Newburgh,2576,19402,1998,335,124,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/161-Meadow-Hill-Rd-12550/home/54923501,OneKey,H5127669,N,Y,41.5264067,-74.0957553
PAST SALE,July-24-2020,Single Family Residential,18 Ambassador Ln,Newburgh,NY,12550,260000,3,1,Meadow Hill,1104,17860,1969,304,236,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/18-Ambassador-Ln-12550/home/54885217,OneKey,H6033410,N,Y,41.5332041,-74.0913914
PAST SALE,January-17-2021,Single Family Residential,14 Royal Cir,Newburgh,NY,12550,310000,4,2,Newburgh,1716,20752,1968,127,181,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/14-Royal-Cir-12550/home/54946690,OneKey,H6063193,N,Y,41.5357424,-74.0933692
PAST SALE,June-29-2020,Single Family Residential,131 N Drury Ln,Newburgh,NY,12550,369900,4,3,Newburgh,2500,152460,2019,329,148,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/131-N-Drury-Ln-12550/home/54988577,OneKey,H5098253,N,Y,41.5296489,-74.1293328
PAST SALE,January-19-2021,Single Family Residential,98 Lattintown Rd,Newburgh,NY,12550,190000,3,2.5,Newburgh,1848,40075,1850,125,103,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/98-Lattintown-Rd-12550/home/54894990,OneKey,H6052957,N,Y,41.567261,-74.006696
PAST SALE,May-26-2020,Single Family Residential,9 Bens Way,Newburgh,NY,12550,300000,4,2.5,Newburgh,2018,15799,1987,363,149,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Bens-Way-12550/home/72592976,OneKey,H4943344,N,Y,41.5348826,-74.0608099
PAST SALE,November-20-2020,Single Family Residential,9 Henry Ave,Newburgh,NY,12550,286500,3,2,Newburgh,1556,2701,1910,185,184,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/9-Henry-Ave-12550/home/72608191,OneKey,H6064396,N,Y,41.4914251,-74.0102505
PAST SALE,February-10-2021,Single Family Residential,214 Edgewood Dr N,Newburgh,NY,12550,265000,3,1,Newburgh,1270,18901,1958,103,209,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/214-Edgewood-Dr-N-12550/home/54938088,OneKey,H6064130,N,Y,41.5392959,-74.0362319
PAST SALE,November-24-2020,Single Family Residential,37 Sherman Dr,Newburgh,NY,12550,255000,3,1.5,Orange County (36071),1350,NA,1955,181,189,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/37-Sherman-Dr-12550/home/54909014,Global MLS,202033927,N,Y,41.5183137,-74.0319975
PAST SALE,December-21-2020,Single Family Residential,6 Columbus Ln,Newburgh,NY,12550,316000,3,2.5,Newburgh,1504,8721,1954,154,210,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/6-Columbus-Ln-12550/home/72588494,OneKey,H6066322,N,Y,41.5086512,-74.0237006
PAST SALE,November-23-2020,Single Family Residential,16 Echo Ln,Newburgh,NY,12550,329000,3,2,Newburgh,1552,24049,1955,182,212,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/16-Echo-Ln-12550/home/54926944,OneKey,H6000635,N,Y,41.5455242,-74.0050629
PAST SALE,NA,Single Family Residential,310 Frozen Ridge Rd,Newburgh,NY,12550,290000,4,1,NA,1722,22500,1964,NA,168,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/310-Frozen-Ridge-Rd-12550/home/72613378,NA,NA,N,Y,41.5726642,-74.027327
PAST SALE,NA,Single Family Residential,536 Fostertown Rd,Newburgh,NY,12550,375000,3,2,NA,2138,43560,1987,NA,175,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/536-Fostertown-Rd-12550/home/56292912,NA,NA,N,Y,41.5628426,-74.0511489
PAST SALE,November-13-2020,Single Family Residential,35 Patton Rd,Newburgh,NY,12550,249900,4,2.5,Meadow Hills,1776,19998,1972,192,141,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/35-Patton-Rd-12550/home/72593584,OneKey,H6050913,N,Y,41.5338457,-74.0936904
PAST SALE,NA,Single Family Residential,77 Meadow Hill Rd,Newburgh,NY,12550,115000,3,1,NA,976,33360,1954,NA,118,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/77-Meadow-Hill-Rd-12550/home/54938229,NA,NA,N,Y,41.5242869,-74.0837328
PAST SALE,NA,Single Family Residential,4 White Birch Dr,Newburgh,NY,12550,175000,3,2,NA,1276,27342,1955,NA,137,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/4-White-Birch-Dr-12550/home/72613210,NA,NA,N,Y,41.5625647,-74.0231957
PAST SALE,December-31-2020,Single Family Residential,10 Shadowbrook Ln,Newburgh,NY,12550,355000,3,2.5,Newburgh,2034,15089,2001,144,175,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/10-Shadowbrook-Ln-12550/home/54948391,OneKey,H6073514,N,Y,41.55778,-74.0409619
PAST SALE,February-3-2021,Single Family Residential,45 Morris Ave,Newburgh,NY,12550,222000,3,2.5,Sunset Ridge Ii,1450,4443,2019,110,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/45-Morris-Ave-12550/home/167174548,OneKey,H4975568,N,Y,41.505045,-74.036828
PAST SALE,February-19-2021,Single Family Residential,441 1st St,Newburgh,NY,12550,295000,3,2,Newburgh,2400,23087,1965,94,123,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/441-1st-St-12550/home/72588479,OneKey,H6078084,N,Y,41.5027684,-74.0274931
PAST SALE,January-8-2021,Single Family Residential,7 Vermont Dr,Newburgh,NY,12550,320000,3,1.5,Newburgh,1627,15120,1987,136,197,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/7-Vermont-Dr-12550/home/54902356,OneKey,H6067543,N,Y,41.5379632,-74.0315892
PAST SALE,June-19-2020,Single Family Residential,26 Sherman Dr,Newburgh,NY,12550,255000,4,2.5,Newburgh,1684,7649,1955,339,151,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/26-Sherman-Dr-12550/home/54885198,OneKey,H6038652,N,Y,41.5174749,-74.0321926
PAST SALE,September-12-2020,Single Family Residential,59 Shipp St,Newburgh,NY,12550,245000,4,3,Newburgh,1196,7501,1960,254,205,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/59-Shipp-St-12550/home/54897732,OneKey,H6015547,N,Y,41.5083936,-74.0363696
PAST SALE,January-29-2021,Single Family Residential,10 Marian Dr,Newburgh,NY,12550,355000,3,2,Newburgh,1774,16300,1966,115,200,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/10-Marian-Dr-12550/home/54897243,OneKey,H6069363,N,Y,41.5330207,-74.0346712
PAST SALE,October-7-2020,Single Family Residential,40 Chestnut Ln,Newburgh,NY,12550,267000,3,1,Newburgh,1078,91476,1945,229,248,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/40-Chestnut-Ln-12550/home/72613982,OneKey,H6054348,N,Y,41.528872,-74.0250318
PAST SALE,February-2-2021,Single Family Residential,59 Morris Ave,Newburgh,NY,12550,222000,3,2.5,Sunset Ridge Ii,1450,3920,2018,111,153,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/59-Morris-Ave-12550/home/146014720,OneKey,H4824860,N,Y,41.5050738,-74.0353601
PAST SALE,December-11-2020,Single Family Residential,8 Ohio Dr,Newburgh,NY,12550,282000,3,1.5,Newburgh,1558,15499,1988,164,181,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/8-Ohio-Dr-12550/home/54909862,OneKey,H6077005,N,Y,41.5372198,-74.0307075
PAST SALE,November-25-2020,Single Family Residential,45 Sherman Dr,Newburgh,NY,12550,292500,3,2,Newburgh,1879,6891,1957,180,156,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/45-Sherman-Dr-12550/home/54901177,OneKey,H6060467,N,Y,41.5187602,-74.0313204
PAST SALE,November-20-2020,Single Family Residential,19 Neversink Dr,Newburgh,NY,12550,282000,3,2,Algonquin Estates,1316,11622,1957,185,214,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/19-Neversink-Dr-12550/home/72593312,OneKey,H6067709,N,Y,41.532827,-74.0886429
PAST SALE,December-22-2020,Single Family Residential,7 Travis Ln,Newburgh,NY,12550,300000,4,3,Newburgh,2012,47916,1988,153,149,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/7-Travis-Ln-12550/home/54938880,OneKey,H6054942,N,Y,41.5682444,-74.078857
PAST SALE,January-13-2021,Single Family Residential,373 S Plank Rd,Newburgh,NY,12550,113000,3,1.5,Newburgh,1316,42719,1957,131,86,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/373-S-Plank-Rd-12550/home/92386824,OneKey,H6075426,N,Y,41.5353745,-74.0894229
PAST SALE,August-17-2020,Single Family Residential,2 Capital Ct,Newburgh,NY,12550,155500,3,1.5,Newburgh,1600,9313,1968,280,97,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/2-Capital-Ct-12550/home/72603882,OneKey,H6046525,N,Y,41.5364252,-74.0925433
PAST SALE,June-30-2020,Single Family Residential,2 Ramona Rd,Newburgh,NY,12550,316500,3,2.5,Newburgh,2128,10019,2001,328,149,75,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/2-Ramona-Rd-12550/home/54886083,OneKey,H6015341,N,Y,41.5316931,-74.0814383
PAST SALE,January-29-2021,Single Family Residential,lot 3 N Drury Ln,Newburgh,NY,12550,359900,4,3,Newburgh,2500,NA,2020,115,144,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/3-N-Drury-Ln-12550/home/171850150,OneKey,H6040882,N,Y,41.5264203,-74.1287362
PAST SALE,January-5-2021,Single Family Residential,Lot 4 N Drury Ln,Newburgh,NY,12550,359900,4,3,Newburgh,2500,129809,2020,139,144,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/4-N-Drury-Ln-12550/home/170683239,OneKey,H6018656,N,Y,41.526495,-74.1287143
PAST SALE,November-25-2020,Single Family Residential,5 Buckingham Dr,Newburgh,NY,12550,200000,4,3,Newburgh,1288,20308,1973,180,155,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/5-Buckingham-Dr-12550/home/72593804,OneKey,H6067080,N,Y,41.5324646,-74.1027757
PAST SALE,August-31-2020,Single Family Residential,216 Lakeside Rd,Newburgh,NY,12550,320000,4,2,Newburgh,2171,52272,1947,266,147,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/216-Lakeside-Rd-12550/home/72608131,OneKey,H6037987,N,Y,41.5373964,-74.1007568
PAST SALE,August-24-2020,Single Family Residential,3 Majestic Ct,Newburgh,NY,12550,306500,4,2,Meadow Hill North Sec Ii,1593,1372,1967,273,192,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/3-Majestic-Ct-12550/home/92387749,OneKey,H6045227,N,Y,41.5285494,-74.0969025
PAST SALE,NA,Single Family Residential,331 Lakeside Rd,Newburgh,NY,12550,334000,4,2,NA,1540,7680,1985,NA,217,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/331-Lakeside-Rd-12550/home/72583465,NA,NA,N,Y,41.5473264,-74.0967233
PAST SALE,January-20-2021,Single Family Residential,67 Rock Cut Rd,Newburgh,NY,12550,220000,3,1,Newburgh,1136,21000,1955,124,194,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/67-Rock-Cut-Rd-12550/home/72613972,OneKey,H6066391,N,Y,41.5322121,-74.1160817
PAST SALE,August-27-2020,Single Family Residential,302 Teal Ct,Newburgh,NY,12550,319900,4,3,Amber Field,1824,10659,1992,270,175,NA,Sold,NA,NA,http://www.redfin.com/NY/Newburgh/302-Teal-Ct-12550/home/54896963,OneKey,H6044877,N,Y,41.525127,-74.0945164
PAST SALE,NA,Single Family Residential,4 Crestwood Ct,Newburgh,NY,12550,219000,4,1.5,NA,1789,8250,1955,NA,122,NA,NA,NA,NA,http://www.redfin.com/NY/Newburgh/4-Crestwood-Ct-12550/home/72613717,NA,NA,N,Y,41.5304892,-74.1266413
